Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,CAD,LinkToPart,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing UPC,Dimension H,Dimension H2,Dimension J1,Dimension J2,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Dimension K
LSE107BXHSAFQFS,1 7/16 in,Felt Type ,Split Cylindrical Expansion Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse107bxhsafqfs,1 7/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE107BX,LSE107HX,SAFQ01-2B,013992025371,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE107BRHSAFQFS,1 7/16 in,Felt Type ,Split Cylindrical Retained Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse107brhsafqfs,1 7/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE107BR,LSE107HR,SAFQ01-2B,013992025364,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQ,1 11/16 in,Felt Type ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafq,1 11/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BX,LSE111HX,SAFQ02-2B,013992025517,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQA,1 11/16 in,Felt Type ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqa,1 11/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BX,LSE111HX,SAFQ02A-2B,013992025517,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQ,1 11/16 in,Felt Type ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafq,1 11/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BR,LSE111HR,SAFQ02-2B,013992025500,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQA,1 11/16 in,Felt Type ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqa,1 11/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BR,LSE111HR,SAFQ02A-2B,013992025500,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQKPS,1 11/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqkps,1 11/16 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BX,LSE111HX,SAFQ02-2B,013992025517,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQAKPS,1 11/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqakps,1 11/16 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BX,LSE111HX,SAFQ02A-2B,013992025517,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQKPS,1 11/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqkps,1 11/16 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BR,LSE111HR,SAFQ02-2B,013992025500,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQAKPS,1 11/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqakps,1 11/16 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BR,LSE111HR,SAFQ02A-2B,013992025500,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQRSS,1 11/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqrss,1 11/16 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BX,LSE111HX,SAFQ02-2B,013992025517,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQARSS,1 11/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqarss,1 11/16 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BX,LSE111HX,SAFQ02A-2B,013992025517,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQRSS,1 11/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqrss,1 11/16 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BR,LSE111HR,SAFQ02-2B,013992025500,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQARSS,1 11/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqarss,1 11/16 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BR,LSE111HR,SAFQ02A-2B,013992025500,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQHTPS,1 11/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqhtps,1 11/16 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BX,LSE111HX,SAFQ02-2B,013992025517,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQAHTPS,1 11/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqahtps,1 11/16 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BX,LSE111HX,SAFQ02A-2B,013992025517,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQHTPS,1 11/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqhtps,1 11/16 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BR,LSE111HR,SAFQ02-2B,013992025500,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQAHTPS,1 11/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqahtps,1 11/16 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BR,LSE111HR,SAFQ02A-2B,013992025500,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQATL,1 11/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqatl,1 11/16 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BX,LS2HXTL,SAFQ02-2B,013992025517,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.9 in/98 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQAATL,1 11/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqaatl,1 11/16 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BX,LS2HXTL,SAFQ02A-2B,013992025517,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.9 in/98 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQATL,1 11/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqatl,1 11/16 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BR,LS2HRTL,SAFQ02-2B,013992025500,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.9 in/98 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQAATL,1 11/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqaatl,1 11/16 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BR,LS2HRTL,SAFQ02A-2B,013992025500,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.9 in/98 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQFS,1 11/16 in,Felt Type ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqfs,1 11/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BX,LSE111HX,SAFQ02-2B,013992025517,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BXHSAFQAFS,1 11/16 in,Felt Type ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111bxhsafqafs,1 11/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BX,LSE111HX,SAFQ02A-2B,013992025517,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQFS,1 11/16 in,Felt Type ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqfs,1 11/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE111BR,LSE111HR,SAFQ02-2B,013992025500,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE111BRHSAFQAFS,1 11/16 in,Felt Type ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse111brhsafqafs,1 11/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE111BR,LSE111HR,SAFQ02A-2B,013992025500,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE112BXHSAFQ,1 3/4 in,Felt Type ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse112bxhsafq,1 3/4 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE112BX,LSE112HX,SAFQ02-2B,013992025531,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE112BXHSAFQA,1 3/4 in,Felt Type ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse112bxhsafqa,1 3/4 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE112BX,LSE112HX,SAFQ02A-2B,013992025531,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE112BRHSAFQ,1 3/4 in,Felt Type ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse112brhsafq,1 3/4 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE112BR,LSE112HR,SAFQ02-2B,013992025524,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE112BRHSAFQA,1 3/4 in,Felt Type ,Split Cylindrical Retained Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse112brhsafqa,1 3/4 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE112BR,LSE112HR,SAFQ02A-2B,013992025524,2-3/4 in,6.15 in,8-1/4 in,7-3/8 in,9-5/8 in,2-3/4 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE112BXHSAFQKPS,1 3/4 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,18694 lbf / 83100 N,19643 lbf / 87300 N,4630 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse112bxhsafqkps,1 3/4 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSE112BX,LSE112HX,SAFQ02-2B,013992025531,2-1/2 in,5.9 in,7 in,6-1/2 in,8-1/4 in,2-3/8 in,3.8 in/96 mm,18694 lbf/83100 N,19643 lbf/87300 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
